id,width,height,ionizationclass,FluxCompensation,pressure,karma,modulation,configuration_log_ID,weight_in_kg,weight_in_g,error,error_type,Quality,reflectionScore,distortion,nicesness,smartness,multideminsionality,roughness
41,74.1199720040051,128.606137367882,B,I,95.3328353000704,944.111464015895,99.0696523867812,41,706542.456634296,706542456.634296,yes,critical,94.5889823546475,702.041635440204,49.1406572416952,76.4242846653459,17539.4910278349,no,152.577755781675
42,62.7788540290267,158.148275090404,C,I,96.6215792974775,890.422176151324,93.786846819276,42,623300.955258091,623300955.258091,yes,critical,96.4385872285555,642.988774341279,48.2618404327848,64.0993899602567,26009.6216528844,yes,122.282505243023
43,85.1632647139903,126.528209685383,C,II,98.8845724590509,1025.79425818487,101.103570604569,43,917691.63360563,917691633.60563,yes,minor,98.6468575727565,706.480686443041,50.4643454720473,82.9026862532185,17007.6494561215,yes,139.86825089142
44,55.4659034584685,139.865832516075,C,IV,96.9617378644184,1026.12209821875,107.042703945704,44,430304.580276552,430304580.276552,yes,minor,96.8999301314704,681.221204375193,51.5759314882984,54.3124422479962,20564.4416241075,no,133.809633094963
45,42.6343791116141,113.168817514715,A,IV,98.895904807065,874.267586640037,107.103580609834,45,206715.191505772,206715191.505772,no,None,98.545766145256,687.559209997342,50.5004399952249,44.0430421259411,13806.5089289007,no,143.967137215492
46,78.6563605177743,159.681738852794,B,I,99.8825253611829,928.496112548221,95.01724251026,46,987932.389713072,987932389.713072,yes,severe,99.5898534332625,694.839805988823,50.5326285280166,79.8173587032482,26499.0961216228,yes,119.362565375561
47,53.7721364762666,115.33507395481,A,I,97.5034737901258,975.493647006401,100.619813720316,47,334493.75772167,334493757.72167,no,None,97.0593791359657,694.843805362649,52.539011543823,54.9959561568304,14301.4709465209,no,131.171176770946
48,98.8820252344251,131.405103065963,C,III,107.25967121099,1004.98141186725,100.159127826749,48,1284844.19195286,1284844191.95286,yes,critical,92.6003937166376,673.87633066438,51.3218974612779,100.617177704676,18268.9562718905,no,145.352294223313
49,61.3710759477331,130.443766753973,C,IV,106.142709809583,948.182046935704,97.254526255724,49,491312.527740489,491312527.740489,yes,minor,92.8339099114066,632.506021165789,53.4971130743376,60.1057931922158,18016.0650396844,yes,135.214286556901
50,83.1129576680441,128.195713342853,A,III,100.729720668144,968.135685233837,99.8067534342157,50,886555.641799684,886555641.799684,no,None,97.9652598771642,654.324752806081,52.2237163434464,82.0810051855958,17434.7872369517,no,118.627156892286
51,76.4385053040789,113.566996777973,A,IV,96.2002026308092,1079.60643705692,96.8257120879377,51,664563.929350685,664563929.350685,no,None,96.1861658809785,694.974028568383,46.4959454299396,77.8802686285604,13897.4482590211,yes,130.64757436173
52,54.3232211823925,120.129158461762,B,III,100.730085429904,1057.4521131133,97.886405444463,52,354513.20571417,354513205.71417,yes,minor,98.3072578665331,702.497189754672,52.1466217869722,51.5834291146018,15430.7813950391,yes,138.341072639724
53,101.51455039584,141.098012223467,C,III,97.06244951778,1039.5155732028,99.8808377786115,53,1454051.85955791,1454051859.55791,no,None,95.8310346669447,716.350708794471,50.2837343465387,102.780981722111,20906.784934247,yes,103.145195416902
54,82.8579861143463,131.592254855222,A,IV,103.801962481804,1071.83593056432,99.9419104327636,54,904448.712896147,904448712.896147,no,None,95.6017829869854,726.252777649639,52.1770696398753,86.0528984586488,18317.9464557556,no,140.865198829869
55,71.7952129319921,129.528675351991,C,I,101.939827261512,966.090360889227,97.9687269282411,55,667670.722879575,667670722.879575,yes,severe,97.6686692449446,744.906756606783,49.6570755692662,69.6895999349311,17777.8430198517,no,126.44744776685
56,75.5310149458293,133.177077552506,A,I,101.418834166986,907.105151567501,103.530076486373,56,760776.213244242,760776213.244242,no,None,97.8154413208922,646.825486597456,51.3080929741775,77.0851112984208,18736.4620471533,no,126.22241807626
57,83.5857763211054,131.761009270759,C,III,105.141967987273,949.601410547032,98.1579119694893,57,920569.812039981,920569812.039981,no,None,94.3177269320647,712.355037138572,47.0329489335776,82.5141219437836,18362.862928889,yes,134.375268621596
58,71.7966577315816,131.661914792389,A,IV,102.270708799603,915.674525690057,92.8951456424344,58,679695.410566593,679695410.566593,no,None,97.234111604457,644.642815227607,48.8874863936162,71.0672832945052,18330.2614588093,yes,129.386834142079
59,49.8618016630587,137.812099752064,C,IV,103.233018387463,1156.81218659817,98.8425260538556,59,342637.674412695,342637674.412695,yes,critical,95.1751611835968,622.844167128869,50.3677564336171,49.469822441089,19991.970560396,yes,139.38832834697
60,75.6976590706132,136.168281861284,C,IV,98.7198881333435,904.25758718129,102.697799556847,60,780271.338140771,780271338.140771,yes,minor,98.6020046672503,705.570275125698,50.5239931836292,73.5704388079832,19541.3333951518,yes,135.604025233719
61,62.6553071451805,143.020992843793,B,I,104.285070082946,948.470112293559,96.363952359636,61,561464.658808473,561464658.808473,yes,severe,94.7833676525854,654.410247162395,48.5393641703378,63.4548053497262,21454.6740831409,no,135.886462592283
62,73.7046112973122,129.171189051891,B,I,98.3759164394592,1132.69020070579,102.720684697761,62,701714.994156238,701714994.156238,yes,severe,98.3214398154347,678.657045713178,45.2659699335375,76.4128572431751,17684.5709641082,no,133.441679179603
63,81.6364745473101,133.493311079638,C,III,99.138553843513,1033.6181467275,102.040237738438,63,889676.96668232,889676966.68232,yes,critical,98.5544651595159,680.120000526744,51.5566064592821,86.3479868847147,18821.3276220105,yes,120.717562589478
64,97.9947365458536,108.379865598941,B,II,104.822774322559,911.732078115273,96.4197498088028,64,1040778.80614092,1040778806.14092,no,None,94.9520227213292,719.240890007892,48.085880747107,94.4289150367549,12745.556985195,yes,137.315610689955
65,55.4541588105107,143.384930976427,A,II,95.8550646854517,1014.09694328447,102.922940789285,65,441940.177205006,441940177.205006,no,None,94.0849942576488,685.764001857366,49.3237024046032,52.8194465506228,21557.2513131726,no,137.163194320706
66,96.0508526408829,138.94683230666,B,I,102.5680276098,929.932927466921,102.262207413984,66,1281902.30221963,1281902302.21963,yes,critical,96.8633562449522,707.421231523975,51.1479242756896,99.4903332257582,20305.7888665723,yes,136.780792754206
67,76.7169623950415,127.97078581118,A,I,100.399351796386,944.35403825732,96.4697853658282,67,754180.155464697,754180155.464697,no,None,99.4377939772969,699.590459834025,50.5390925145535,77.3513220243337,17374.7770518793,yes,140.97275703616
68,90.7701219739524,148.936119263563,A,III,96.0785675282726,831.235168921772,94.3584418999898,68,1228127.80188026,1228127801.88026,no,None,95.7414442189933,699.715063917683,50.5680271520494,87.9126320902318,23184.3238679368,yes,119.959679891716
69,88.4145713658129,127.588198297689,B,II,101.751687380582,1079.055115693,103.948046927008,69,997382.68162231,997382681.62231,yes,minor,96.8429219551139,709.321121057825,48.8033056730813,88.785970891907,17279.315860742,yes,128.914626642025
70,84.4175632573372,133.520356942483,A,II,96.2884824147859,966.236769714071,95.9522248207562,70,952520.573471165,952520573.471165,no,None,95.5540682917999,724.845545995186,50.280067639416,82.091475771895,18833.2473598334,yes,128.984526876612
71,49.1376212286429,115.246941224159,B,I,100.01238746083,932.872258561182,96.2036254835635,71,278274.315270521,278274315.270521,yes,minor,98.9648801713009,666.123588327463,48.8657620120606,53.2298306263336,14285.9900214752,yes,137.295717967107
72,68.1962722677859,132.126725373369,A,II,105.867725319687,1083.92717109751,105.616586191287,72,615494.372377791,615494372.377791,no,None,93.8908822198624,743.140598002014,53.1991382413626,69.3158501434215,18457.8152694867,yes,133.798230857866
73,82.4703632399909,122.254057635982,C,II,101.561804111652,1193.75424284154,95.6540526376252,73,831504.38661611,831504386.61611,yes,severe,97.5770788757978,748.698620722231,50.5112274912972,83.1736648648178,15946.5425630309,yes,129.214895961267
74,50.9295328445531,123.71047058994,B,II,103.453448894282,919.878314326846,100.500580890524,74,320893.379579214,320893379.579214,yes,severe,94.7954763039084,700.136287974168,50.4611109358878,47.4727622727887,16303.0843806678,no,142.798396476774
75,59.1434237085229,149.012980864132,A,I,98.2136403039003,994.992179569354,101.605822493662,75,522247.785171062,522247785.171062,no,None,98.1431893181681,716.045661664631,48.028202338409,56.8795631590057,23210.6598752771,no,145.183351228479
76,81.6199299536337,141.76456540892,B,II,97.4816180591471,895.28977524053,98.5129725371658,76,944419.475691744,944419475.691744,yes,minor,97.370706899083,680.389348445226,49.1880298588923,83.6354476419031,21098.8445493909,yes,127.636558384138
77,85.3635747566918,123.096166622846,C,III,99.9294672864126,922.80139861489,96.6129232064221,77,897004.077467976,897004077.467976,yes,critical,99.7140986166066,660.402177111477,48.3469183079998,85.7074963387894,16154.877709347,yes,149.362982743322
78,79.2753517708033,139.570069613153,C,II,99.1656827838212,938.032360918922,97.7374225758353,78,877149.074030003,877149074.030003,yes,minor,98.5351571777514,687.682544044718,46.0839195619833,81.9283168703602,20478.621440229,yes,131.236016836226
79,52.2844740518064,140.159149271206,B,II,99.1806211903075,1277.17295651032,96.6024214129803,79,383156.877075744,383156877.075744,yes,minor,99.0306795168247,745.064890186305,48.1245859135608,53.693195014558,20642.8739386063,no,142.438307879386
80,48.0043820270429,135.988138225855,C,III,104.534305113022,1032.26144104036,107.264039866096,80,313383.682302915,313383682.302915,yes,severe,93.9553057252258,684.619111063964,50.186467675646,44.1443131191842,19493.1496754015,no,122.451440314452
81,100.254140196099,130.121162898406,B,I,101.762561652102,1141.38989374199,99.7382016310201,81,1307843.39172485,1307843391.72485,yes,severe,98.2091937711399,670.941072870672,48.2989773286626,98.1976284940145,17930.2132314725,yes,128.918617763756
82,75.1584287506406,132.706542503976,B,I,101.351733136734,1015.21846533636,101.656892776181,82,749641.957726531,749641957.726531,yes,minor,98.2825181333147,749.097909982172,49.4002001144065,75.2537366102307,18615.5746950654,no,129.649557006455
83,71.7688045831917,138.609679701211,C,I,102.937529141551,1005.30053475149,104.00250515904,83,713955.783193302,713955783.193302,yes,severe,96.7787567099133,659.025949140458,51.8531317054448,72.2690275274889,20208.0543555065,yes,129.23885044414
84,67.5820692492182,126.199906565773,C,I,99.4445864543929,915.937319664768,105.051574642971,84,576407.221746221,576407221.746221,no,None,99.2233855335601,735.825635178245,47.6340010804037,69.5753789385888,16929.9027167098,yes,124.148740241697
85,46.1134220967894,145.576247572645,B,IV,94.0527824316774,983.774173932807,100.837095411813,85,309569.178412026,309569178.412026,yes,severe,91.571724385232,692.314077493974,50.0707294211411,45.7127967763669,22193.0756677089,no,108.152353359499
86,82.2399379608077,128.815748977725,C,I,99.8818470603529,967.200751169542,101.378789832801,86,871243.509221927,871243509.221927,yes,severe,99.6298933759611,694.057816715032,46.9448649383004,82.6590091163697,17594.1716784779,no,138.824801737855
87,65.6572030850696,141.358469105711,B,I,97.97672757029,991.284856048826,106.291710289071,87,609386.910419537,609386910.419536,no,None,96.9375409116987,677.670732888563,52.1593759659473,67.8473405659877,20982.7536994829,yes,139.397031257596
88,66.3448658733616,132.692319020827,A,III,101.739818540897,1053.69150296375,95.4724845153755,88,585072.333752106,585072333.752106,no,None,97.888751297033,713.383280634015,51.0515945006645,63.7749204771595,18608.0904129899,no,134.925951918365
89,88.6669265714232,123.419435653528,B,I,100.142655908222,825.019857752316,97.562649361313,89,970311.138026898,970311138.026898,yes,critical,98.1085455963095,664.491488146761,49.0457674470841,91.4844145644545,16231.6170710754,no,136.795252547865
90,86.435462210165,129.367247293048,C,II,102.324607479176,842.493563279973,104.230931305899,90,966522.843089238,966522843.089238,yes,severe,97.4097642192795,724.088633088237,50.2118811215858,86.1444839409099,17733.8136591995,yes,137.071326882527
91,97.8423275186854,135.449496970944,C,IV,96.5111691883115,1076.16224163808,103.583790937954,91,1296684.96531169,1296684965.31169,yes,critical,95.8393536835641,673.167817771239,49.2135561028984,93.2904814386573,19344.8448076129,no,118.013918245284
92,60.4765215389065,124.27408718977,B,III,100.775768546976,838.500825690693,101.372931679589,92,454530.478411561,454530478.411561,yes,critical,98.5656399651905,722.906817549378,48.8020137310118,60.3417534749121,16443.8559327714,yes,126.423694339376
93,83.0069712145261,124.026005906992,C,II,99.1135438046672,1113.62610028456,96.8476208156453,93,854566.5523815,854566552.3815,yes,minor,98.6154679709034,752.477138012649,51.347534205819,85.2617704186346,16381.6075562223,no,117.872324975775
94,97.8222091278,135.921245568942,A,IV,98.6695429284789,852.630021546675,96.7586823374027,94,1301666.0607887,1301666060.7887,no,None,98.4568342208706,674.52865072844,49.2867626031782,97.9375617295956,19476.6384228179,yes,124.395973890342
95,47.784222411042,135.909414033404,A,II,100.606740037193,832.776842872902,102.532289141597,95,311335.024343313,311335024.343313,yes,minor,99.1761821232035,698.410963526693,47.3471453227967,45.4270482567798,19471.9320487578,no,144.422152035825
96,52.7841482624432,140.925394181038,C,III,100.748548947165,981.333391323764,101.605931683122,96,392652.804897591,392652804.897591,yes,critical,97.8792675824966,718.399839261462,48.9618294460899,51.5677406480536,20863.0905897026,no,143.134452462501
97,47.3652263829246,135.461195562909,B,I,102.622374755429,1113.66531061152,96.5220822763021,97,303912.418368069,303912418.368069,no,None,97.1273481398982,773.221256495734,51.0957326120497,47.5997834567342,19353.7699018439,yes,129.485269487744
98,40.8157200099521,139.23549554506,B,IV,108.706542772598,878.577936054588,91.309347993697,98,231963.084098848,231963084.098848,yes,minor,90.0219075194313,690.912890094357,54.4484640125591,40.2730890599069,20388.2072396869,yes,138.619904540268
99,71.5996510648232,124.935357402304,B,I,99.917027212676,996.829558179102,97.1146017951646,99,640494.128467781,640494128.467781,yes,minor,99.537947489471,687.958517450253,49.7472669345505,72.5176991443118,16603.6780033624,no,131.591435711268
100,83.0640867929838,146.64087682228,C,IV,97.8842947973553,929.297365506904,96.9586070606876,100,1011779.02799111,1011779027.99111,yes,critical,96.7740742911918,678.893439134541,53.0662919614554,83.8396014690144,22499.7464881775,no,115.755533942616
101,94.0193075119699,136.589086563413,B,II,99.0095701445716,1005.59248519715,95.5556406047253,101,1207405.84938063,1207405849.38063,yes,severe,98.7492005957198,714.37803175625,51.5834676496447,90.8529153765003,19656.1897850009,yes,122.866956956182
102,90.8950217433545,127.379837118406,B,I,99.3896236236362,1277.59257848564,97.758586669143,102,1052409.78666863,1052409786.66863,yes,critical,98.8122204166165,671.920597810076,50.6141381770369,93.6599878786086,17223.718934887,no,119.343727808892
103,49.935827063203,125.43743059433,C,III,105.120339801424,942.928705471083,98.2910723126601,103,312800.136559038,312800136.559038,yes,critical,94.5986266465356,690.929850098364,51.7188740592853,50.5176496220919,16734.5672091926,no,122.920265575513
104,106.969638033455,116.280109396088,A,I,100.458992031648,1009.95271888086,97.7060122410378,104,1331545.87966161,1331545879.66161,no,None,99.5383352716523,746.886072666837,49.9973157384541,104.118498709672,14522.9690532315,yes,122.823447255232
105,56.6645318248437,137.807817583392,A,I,98.7012970002264,1066.31285979761,93.4860129896457,105,443491.881697234,443491881.697234,no,None,98.2277713190775,675.882416084977,48.9133022692144,57.6207325944725,19994.8438806377,no,111.946158747708
106,72.1102762491214,114.434673832296,A,II,101.58949321601,967.752480308977,101.479068646285,106,596057.581156039,596057581.156039,no,None,97.547898355186,724.02150534072,48.7586711527014,69.6429387503869,14094.5907264459,yes,139.229860372211
107,61.5548823626229,143.727451922593,A,III,102.694900653086,998.640059969881,98.7915281567761,107,545592.562111493,545592562.111493,no,None,96.873561047881,661.393037439972,51.6816737663489,58.8083226353848,21654.822381098,yes,129.172620822603
108,67.5529965609006,127.235855990821,B,III,94.524510691005,1087.70189360949,99.572762694577,108,580638.902055542,580638902.055542,yes,minor,94.4669543398172,645.944564021916,49.2950681996589,71.4559751857678,17191.2247573837,yes,118.158217087929
109,73.76386069003,133.893941454646,B,I,99.3243305731181,1179.84687944993,105.173810786224,109,728541.512967707,728541512.967708,yes,minor,99.0263868628316,683.999337774412,49.2627459640485,75.3761863160391,18929.5845753094,no,135.11792337818
110,72.3832191599401,120.53173686208,C,II,96.9401812049742,917.41128333291,99.0346190562634,110,631513.558234097,631513558.234097,yes,minor,96.3999532356481,638.438873351379,50.339839920724,69.7879976396739,15527.6148439358,no,140.02145971276
111,69.4981489826519,138.311882311347,A,III,103.802212971539,985.188511186202,103.063114592311,111,669053.280634313,669053280.634313,no,None,94.2974473172989,694.608451280597,48.8217697425663,70.890463347266,20128.6506907945,no,140.510144906019
112,72.1614545588407,144.244734055869,C,II,97.1398056993491,1074.98851606685,97.5309051292338,112,751132.315793827,751132315.793827,yes,severe,96.7203502868213,715.556681825963,54.162377517196,72.2978171079996,21804.5036894278,no,130.592521472853
113,60.2912952830666,127.679930531871,B,IV,104.335770584659,865.7212366456,96.8713082557796,113,464132.579376187,464132579.376187,yes,severe,94.9516686387044,622.660468741468,50.7138541334038,61.7258875238273,17304.9087867389,no,154.984741048895
114,59.9156573862419,143.808377026784,A,IV,102.266942993474,1052.81074918384,94.1800460274807,114,517264.400886164,517264400.886164,no,None,97.2838651640485,681.223920925443,49.595329239813,60.7575703521105,21682.7148945723,yes,138.338414830183
115,36.7780184017038,135.301050175189,C,I,101.339989446544,996.435854659471,98.4352559261464,115,183022.895659745,183022895.659745,yes,minor,97.6912841432198,678.410586684797,48.0384575262182,35.3574852225145,19307.5425310696,no,117.899123099579
116,62.3533254625236,134.79246639958,C,I,101.406413477569,1035.65684355674,101.055691826992,116,524075.495899656,524075495.899656,yes,critical,96.6143062053127,711.205201659206,51.8366686605664,65.7117147339144,19169.8475058065,no,141.812736634261
117,59.746994842444,136.077430044974,A,I,102.830091122824,1025.108317716,101.30391788995,117,486765.608084527,486765608.084527,no,None,97.1116766712775,700.767595522251,45.2406191427007,58.2453023209893,19514.9575435401,no,141.739922373787
118,124.037820006896,122.901027994224,B,III,105.974514369541,990.943457439609,95.2858519881683,118,1890889.71571282,1890889715.71282,yes,severe,93.323954180658,671.802163401991,50.2726990769901,125.201466425953,16104.61468341,no,134.795689010125
119,42.7576753762056,126.34765910697,B,IV,100.912115177834,937.959948584637,95.5651526670643,119,231003.503811513,231003503.811513,yes,critical,97.7751056144532,698.574957120222,50.7719645642813,42.4799571465107,16963.2413806277,yes,127.054947329376
120,72.7451243711721,115.252905685023,C,IV,96.8505324794765,864.988521652714,105.805491353052,120,609911.276784011,609911276.784011,yes,critical,96.8490243923673,691.720268379535,48.6854472658606,71.7731334514036,14286.013016458,yes,126.608654060422
121,40.1274986536742,114.394385695458,C,III,100.073707793238,1092.71453025434,103.729176613465,121,184209.295476767,184209295.476767,yes,severe,99.6135336402036,634.1064827976,49.4991288777934,46.2558945887935,14087.3373155445,no,134.365409393387
122,40.5912851712641,131.859305973231,C,III,106.12866612262,1009.01868330933,98.2233166903908,122,217266.738096723,217266738.096723,yes,critical,92.9860127537172,747.238734995474,50.5111775603979,41.378826929901,18390.7020965359,yes,140.878743000895
